cake_crop_id,crop_file_name,shape,dominant_color,visual_style,lettering_type,board_lettering,border_type,cream_decoration,topping_decoration,character_type,text_presence,memo
133,_onyourday_1680773426_3074872823013646485_12861674625_cake_1.jpg,하트,블랙,심플,중앙레터링,없음,크림테두리,없음,없음,없음,있음,검은색 하트 모양 케이크에 분홍색 글씨가 중앙에 위치함. 크림으로 된 테두리가 있음.
134,_onyourday_1680946779_3076327016522025912_12861674625_cake_1.jpg,하트,퍼플|화이트,화려함,중앙레터링,없음,없음,없음,진주,없음,있음,하트 모양 케이크에 보라색과 흰색 크림이 혼합되어 있음. 금색 글씨가 중앙에 있고 진주 모양의 데코가 있음.
135,_onyourday_1681204563_3078489459599865788_12861674625_cake_1.jpg,판단불가,블랙,레터링중심,중앙레터링,있음,크림테두리,없음,진주|과일,없음,있음,"케이크는 2단이며 윗부분에 레터링과 책 모양 장식, 체리 모형이 있음. 전체적으로 검은색 크림으로 덮여 있고, 하단 크림 테두리에 진주 데코가 있음."
139,_onyourday_1681292582_3079227816453608960_12861674625_cake_1.jpg,하트,옐로우,레터링중심,중앙레터링,없음,없음,없음,없음,없음,있음,"하트 모양 옐로우 케이크, 흰색 레터링 중앙에 있음, 크림 데코나 토핑 없음, 보드 레터링 없음"
140,_onyourday_1681471137_3080725648229382686_12861674625_cake_1.jpg,원형,화이트,심플,중앙레터링,있음,크림테두리,없음,진주,없음,있음,"핑크색 하트 그림자가 문자 옆에 있음, 테두리는 크림 물결 장식, 흰색 크림 위에 진주 같은 크림 장식 산재"
143,_onyourday_1681808218_3083553286330761853_12861674625_cake_1.jpg,하트,핑크|그린|화이트,러블리,중앙레터링,없음,없음,없음,진주,없음,있음,"하트 모양 케이크에 중앙에 레터링이 있고 진주같은 토핑이 있음. 색상은 핑크, 그린, 화이트가 혼합됨."
146,_onyourday_1682242484_3087196177288454127_12861674625_cake_1.jpg,판단불가,화이트|핑크|옐로우|브라운|그린,화려함,중앙레터링,있음,없음,없음,진주|과일,없음,있음,"케이크의 형태가 사진만으로는 명확하지 않음. 흰색 크림 베이스에 핑크색 레터링과 다양한 꽃 장식, 진주 모양 토핑과 잎사귀가 있음. 글자가 보드 위에도 있음."
147,_onyourday_1682242484_3087196177296962703_12861674625_cake_1.jpg,판단불가,화이트|퍼플|믹스,심플|화려함,중앙레터링,있음,없음,꽃,진주,없음,있음,"케이크 모양이 명확히 원형/하트/사각으로 구분되지 않아 판단불가임. 색상은 흰색 크림 바탕에 보라색 레터링과 여러 색 꽃장식이 섞여 있음. 레터링은 중앙에 자리하고 있고, 보드에도 문구가 있음. 테두리는 크림데코가 아닌 것으로 보이며, 꽃과 진주 모양의 데코가 있음."
150,_onyourday_1682244567_3087213648158489265_12861674625_cake_1.jpg,원형,화이트,화려함,중앙레터링,있음,크림테두리,꽃|리본,진주,없음,있음,중앙 글자가 있고 크림 테두리 위에 꽃과 진주가 데코되어 있음
151,_onyourday_1682244567_3087213648166845942_12861674625_cake_1.jpg,원형,화이트,러블리,중앙레터링,없음,없음,꽃,진주,없음,있음,"꽃 장식과 진주 토핑, 중앙에 분홍색 레터링이 있는 화이트 원형 케이크"
153,_onyourday_1682244567_3087213648242323424_12861674625_cake_1.jpg,원형,화이트,심플,중앙레터링,없음,크림테두리,없음,진주|과일,없음,있음,케이크에 여러 생화꽃과 초록잎이 장식되어 있으나 크림장식 종류에 해당하는 것은 아님. 크림 테두리가 둥글고 고르게 짜여 있음.
154,_onyourday_1682328464_3087917426239304260_12861674625_cake_1.jpg,하트,퍼플,레터링중심,중앙레터링,없음,없음,없음,없음,없음,있음,"보라색 크림을 바른 하트 모양 케이크이며, 글씨는 보라+흰색 레터링 중앙에 있음. 보드레터링이나 데코 요소 없고 단색 크림 및 글씨만 있음."
155,_onyourday_1682500909_3089364000475547471_12861674625_cake_1.jpg,하트,핑크|퍼플|화이트|옐로우|브라운|그린,러블리,중앙레터링,없음,없음,꽃|하트,진주,없음,있음,"하트 모양 핑크색 케이크, 중앙에 흰색 레터링과 보라색 바탕, 꽃과 하트 크림 장식 및 진주 토핑 있음"
156,_onyourday_1682585344_3090072296584916832_12861674625_cake_1.jpg,하트,핑크|화이트,러블리,중앙레터링,없음,없음,없음,진주,없음,있음,하트 모양 케이크에 핑크와 흰색 크림이 섞여 있음. 글자 중앙에 레터링 있음. 크림테두리 없음. 진주 형태 토핑 있음.
157,_onyourday_1682931025_3092972074591503669_12861674625_cake_1.jpg,원형,화이트|그린,캐릭터,중앙레터링,없음,없음,없음,스프링클,사람,있음,"군복을 입은 사람 캐릭터가 중앙에 있고, 케이크상단에 레터링이 있음. 배경은 흰색 크림, 크림 장식은 특별하지 않음, 원형 케이크."
158,_onyourday_1683017612_3093698419738890154_12861674625_cake_1.jpg,원형,블루|화이트|옐로우|그린,심플|레터링중심,중앙레터링,없음,없음,꽃,진주,없음,있음,"파란색 바탕에 흰색 꽃 크림과 중앙에 노란색 레터링, 진주 형태 토핑장식이 있음. 보드는 없으며 형태는 원형임."
160,_onyourday_1683198996_3095219978113445972_12861674625_cake_1.jpg,하트,핑크|화이트,심플|레터링중심,중앙레터링,없음,없음,없음,없음,없음,있음,하트 모양 붉은색 케이크에 흰색 레터링이 중앙에 있음. 보드 레터링이나 크림 장식은 없음.
161,_onyourday_1683278407_3095886124002550941_12861674625_cake_1.jpg,판단불가,화이트|퍼플,화려함,판단불가,있음,없음,없음,진주|과일,없음,있음,"꽃과 진주 데코, 보라색 레터링, 케이크 모양이 명확하지 않음"
162,_onyourday_1683541397_3098092248389455550_12861674625_cake_1.jpg,판단불가,화이트|핑크|옐로우|그린,화려함|레터링중심,중앙레터링,있음,없음,없음,진주|과일,없음,있음,"케이크 형태가 완전한 모습이 아닌 관계로 정확한 형태 판단은 어려우나 둥근 형태에 가까운 것으로 추정됨. 크림 위에 흰색과 분홍색 레터링, 여러 색 꽃 장식과 진주 장식 있음."
165,_onyourday_1683964770_3101643758953358770_12861674625_cake_1.jpg,원형,화이트,심플|레터링중심,중앙레터링,있음,크림테두리,리본,진주|과일,없음,있음,꽃은 크림장식이 아닌 실제 꽃으로 보임
167,_onyourday_1684228189_3103853479135501778_12861674625_cake_1.jpg,원형,블루,캐릭터|화려함,꽉찬레터링,있음,없음,하트|꽃,스프링클,사람,있음,케이크 중앙에 캐릭터가 있고 글자가 화려하게 꾸며져 있음. 케이크 판에 보드 레터링이 있음.
168,_onyourday_1684411364_3105390061020333835_12861674625_cake_1.jpg,원형,화이트,심플,중앙레터링,없음,크림테두리,꽃,진주,없음,있음,"흰색 원형 케이크 중앙에 중앙레터링이 있고, 가장자리 크림테두리에 꽃 모양 크림 장식과 진주 같은 토핑 데코가 있음."
170,_onyourday_1684578714_3106793892681839800_12861674625_cake_1.jpg,원형,화이트|그린|옐로우|블루|브라운,레터링중심,중앙레터링,없음,크림테두리,없음,없음,없음,있음,"케이크는 원형이며 흰색 크림 베이스에 초록, 노랑, 파랑, 빨강 컬러의 장식과 레터링이 있다. 크림으로 테두리 장식이 있고, 글자와 숫자가 중앙에 배치되어 있으며, 보드 레터링은 없다. 토핑이나 캐릭터는 없음."
173,_onyourday_1685010721_3110417827692483748_12861674625_cake_1.jpg,원형,블루|옐로우|브라운|퍼플,캐릭터|화려함,중앙레터링,없음,없음,없음,판단불가,기타캐릭터,있음,케이크 위에 노란 캐릭터와 빨간 글씨로 글자가 있음. 토핑은 색이 다양하고 정확히 판단 어려움.
174,_onyourday_1685093569_3111112806560774454_12861674625_cake_1.jpg,하트,핑크,심플|레터링중심,중앙레터링,없음,크림테두리,없음,없음,없음,있음,"하트 모양 케이크이며, 핑크색으로 전체가 덮여 있음. 중앙에 흰색 크림 글씨가 적혀 있어 레터링 중심임. 가장자리에는 흰색 크림 테두리가 있음."
175,_onyourday_1685178542_3111825614600535283_12861674625_cake_1.jpg,원형,핑크,레터링중심,중앙레터링,없음,없음,없음,없음,없음,있음,"케이크가 전체적으로 핑크색이며, 글자가 가운데에 파란색으로 정성스럽게 써져 있다. 케이크 테두리나 크림 장식, 토핑 등이 보이지 않는다."
178,_onyourday_1685783941_3116904071005128778_12861674625_cake_1.jpg,원형,옐로우|핑크|퍼플|블루|그린|브라운,캐릭터|화려함,중앙레터링,있음,없음,없음,스프링클,곰,있음,"케이크 본체는 원형이며, 노란색 베이스에 분홍색 캐릭터와 다채로운 스프링클이 있음. 보드에 글자가 있음."
179,_onyourday_1685955926_3118346786523628485_12861674625_cake_1.jpg,하트,블랙,심플,중앙레터링,없음,없음,없음,없음,없음,있음,하트 모양 검은색 케이크에 분홍색 중앙 레터링 있음. 크림 장식과 토핑 장식 없음.
181,_onyourday_1686210893_3120485601174569394_12861674625_cake_1.jpg,하트,블랙,레터링중심,중앙레터링,없음,크림테두리,없음,스프링클,없음,있음,검정색 크림을 바른 하트 모양 케이크에 다채로운 색상의 레터링과 스프링클 꾸밈이 있음.
182,_onyourday_1686390421_3121991595914230622_12861674625_cake_1.jpg,하트,블랙|핑크|브라운,화려함,중앙레터링,있음,없음,하트,진주,없음,있음,"하트 모양에 검은색 바탕, 핑크 크림과 붉은 체리 장식. 가운데 분홍 글자와 진주 크림 꾸밈 확인됨."
331,_onyourday_1707216640_3296694577924493949_12861674625_cake_1.jpg,원형,화이트|핑크|블루|옐로우|브라운|그린|퍼플,화려함,판단불가,없음,없음,꽃|하트,없음,없음,있음,"원형 화이트 케이크 위에 다채로운 색상의 글자와 하트, 꽃 모양 크림 데코가 있으며 글자가 다수 포함되어 있으나 글자체가 명확하지 않아 레터링 타입은 판단불가임."
333,_onyourday_1707555913_3299540604214002409_12861674625_cake_1.jpg,하트,옐로우|퍼플,러블리,중앙레터링,있음,크림테두리,하트|꽃,진주,없음,있음,"하트 모양의 케이크로 옐로우와 퍼플색 크림 사용, 러블리 스타일. 중앙에 케이크 위에 글씨와 크림 하트, 꽃무늬 장식, 진주 모양 크림 토핑 있음. 케이크 보드에 글씨 있음."
334,_onyourday_1707642314_3300265390851585958_12861674625_cake_1.jpg,원형,화이트|핑크|믹스,화려함|러블리,중앙레터링,있음,크림테두리,하트|꽃|리본,과일|스프링클,곰,있음,"풍선과 다양한 장식, 레터링, 곰 인형 촛불이 포함되어 있음."
336,_onyourday_1707817076_3301731402969099387_12861674625_cake_1.jpg,사각,화이트,심플,중앙레터링,없음,없음,없음,없음,없음,있음,사각형 화이트 케이크에 중앙에 검은색 글씨로 'HAPPY BIRTHDAY SO YOUNG'가 적혀 있음. 하트 모양 크림 장식 두 개 있음.
337,_onyourday_1707902688_3302449566472242610_12861674625_cake_1.jpg,하트,블랙,레터링중심,꽉찬레터링,없음,없음,없음,없음,없음,있음,하트 모양의 검은색 케이크에 분홍색 레터링으로 문구가 꽉 차서 쓰여 있음. 크림 데코나 토핑은 보이지 않음.
338,_onyourday_1707994788_3303222158200422794_12861674625_cake_1.jpg,사각,핑크,러블리,중앙레터링,있음,크림테두리,하트,없음,없음,있음,"상단에 하트초와 체리 토핑, 흰색 크림 장식, 핑크색 사각형 케이크, 한글과 영문 레터링 있음"
339,_onyourday_1708076113_3303904362685625000_12861674625_cake_1.jpg,하트,블루,캐릭터|화려함,중앙레터링,없음,없음,꽃,스프링클,곰,있음,"곰 캐릭터가 있고 다채로운 색상의 크림 장식과 스프링클이 있는 하트 모양 케이크이며, 중앙에 레터링이 있음"
592,_onyourday_1739783538_3569885524466800759_12861674625_cake_1.jpg,원형,화이트|블랙|브라운|핑크|옐로우|블루|퍼플|그린,캐릭터,꽉찬레터링,있음,없음,없음,없음,사람,있음,케이크 바탕은 흰색이며 캐릭터 모양의 졸업생이 중앙에 있고 캐릭터 의상 색은 검정과 빨강임. 글자가 케이크 표면과 보드에 꽉 차있음.
594,_onyourday_1739783538_3569885524491911005_12861674625_cake_1.jpg,하트,블루,캐릭터|화려함,중앙레터링,없음,없음,꽃,스프링클,개|기타캐릭터,있음,파란색 하트 모양 케이크 위에 캐릭터와 다채로운 크림 장식 스프링클 및 꽃 모양 크림 장식이 있음. 중앙에 글씨가 있고 보드 글씨는 없음.
595,_onyourday_1739783538_3569885524508678990_12861674625_cake_1.jpg,원형,화이트,캐릭터,중앙레터링,있음,없음,없음,스프링클,사람,있음,"졸업모 쓰고 있는 사람 캐릭터 2명과 한글 레터링이 중앙에 위치함. 케이크는 원형이며 화이트 크림, 다채로운 컬러 스프링클 장식 있음. 테두리 장식 없음. 판정 가능함."
597,_onyourday_1739867888_3570593100086988174_12861674625_cake_1.jpg,원형,블랙|브라운,심플,중앙레터링,없음,크림테두리,없음,없음,없음,있음,"초록색이나 빨간색이 아닌 검은색과 짙은 갈색의 리본이 있음. 케이크 크림은 딥 레드계열로 보임. 테두리는 크림으로 장식되어 있고, 텍스트가 케이크 중앙에 검은색 크림으로 작성되어 있음."
599,_onyourday_1740130652_3572797321217576618_12861674625_cake_1.jpg,하트,화이트|그린|핑크,러블리,중앙레터링,있음,없음,하트|꽃,없음,기타캐릭터,있음,"하트 모양에 흰색 크림을 기본으로 초록색 꽃모양 장식과 핑크색 글자, 흰색 토끼 캐릭터 마카롱 장식이 있음. 테두리 크림은 따로 없음."
853,_onyourday_1667294897_2961806726807664337_12861674625_cake_2.jpg,원형,퍼플|옐로우|핑크|화이트|블루|브라운|그린,캐릭터|화려함,중앙레터링,없음,없음,하트,없음,기타캐릭터,있음,"전체 배경 퍼플 색상, 중앙 노란 캐릭터 with 핑크 모자, 하트 크림 장식 있음. 문구는 케이크 표면에 중앙에 배열됨."
854,_onyourday_1667820802_2966218341714537793_12861674625_cake_2.jpg,하트,핑크,러블리,중앙레터링,없음,없음,없음,스프링클,없음,있음,케이크 위에 흰색 글자와 무지개색 스프링클 장식이 있음.
855,_onyourday_1667820802_2966218341714537793_12861674625_cake_3.jpg,하트,핑크,심플,중앙레터링,없음,없음,없음,없음,없음,있음,"케이크는 하트 모양이며 전체적으로 핑크색 크림에 심플한 디자인이다. 중앙에 흰색 글씨가 있다. 보드 레터링 및 크림 데코, 토핑 장식은 보이지 않는다."
856,_onyourday_1667904128_2966917325412113926_12861674625_cake_2.jpg,원형,퍼플|브라운|옐로우|블루|핑크|그린|화이트|블랙|믹스,러블리|캐릭터,중앙레터링,있음,없음,하트,스프링클,곰,있음,"곰캐릭터와 다채로운 색상의 스프링클 장식, 중앙에 레터링이 있음"
857,_onyourday_1668067537_2968288103182819330_12861674625_cake_2.jpg,하트,화이트,러블리,중앙레터링,없음,없음,없음,스프링클,없음,있음,"하트 모양 케이크에 흰색 크림, 다채로운 색깔의 레터링과 스프링클 데코레이션이 있음. 테두리나 보드 위 글자는 없음."
858,_onyourday_1668413697_2971191899290371580_12861674625_cake_2.jpg,하트,화이트|믹스,레터링중심|심플,중앙레터링,없음,없음,없음,스프링클,없음,있음,하트 모양 화이트 크림 케이크에 다채로운 컬러 글씨와 스프링클이 데코 되어 있음. 테두리 크림 데코 없음. 텍스트는 중앙에 레터링 중심으로 있음.
859,_onyourday_1668413697_2971191899290371580_12861674625_cake_3.jpg,하트,화이트,심플,무지개레터링,없음,없음,없음,스프링클,없음,있음,심플한 하트 모양 케이크에 흰색 크림 위에 다채로운 색상의 무지개 레터링과 스프링클 장식이 있음. 경계 테두리는 없음.
860,_onyourday_1668766391_2974150515587788020_12861674625_cake_2.jpg,하트,블루,캐릭터|화려함,중앙레터링,없음,없음,없음,스프링클,사람,있음,"하트 모양 케이크에 파란색 크림, 중앙에 사람 얼굴 캐릭터와 영어 및 한글 레터링, 스프링클 장식이 있음"
861,_onyourday_1668851131_2974861362472836171_12861674625_cake_2.jpg,하트,화이트,러블리,무지개레터링,없음,없음,없음,스프링클,없음,있음,"하트 모양 케이크에 흰색 크림을 기본으로, 다채로운 무지개색으로 레터링과 스프링클 장식이 있음. 케이크 본체 외에 보드 레터링은 없음."
863,_onyourday_1669107352_2977010698761623486_12861674625_cake_3.jpg,원형,옐로우|브라운|핑크|블루|그린|화이트|그린,캐릭터|화려함,중앙레터링,없음,없음,하트,없음,곰,있음,"곰 캐릭터가 케이크 중앙에 있고, 다양한 색상의 크림 데코가 있으며, 중앙 레터링이 있음. 보드 레터링과 테두리 없음."
864,_onyourday_1669378844_2979288140258705327_12861674625_cake_2.jpg,원형,화이트,캐릭터,중앙레터링,없음,없음,없음,반짝이,기타캐릭터,있음,케이크 표면에 'Euiiju is free' 텍스트와 캐릭터 그림이 있음. 원형 모양이며 크림테두리 없음. 크림 장식은 보이지 않음. 다채로운 반짝이 장식이 있음.
865,_onyourday_1669626500_2981365633565566365_12861674625_cake_2.jpg,하트,핑크,러블리,중앙레터링,없음,없음,하트,없음,없음,있음,분홍색 하트 모양 케이크에 파란색 글씨와 빨간 하트 크림 장식이 있음. 테두리는 크림 없음.
868,_onyourday_1670230774_2986434649959039699_12861674625_cake_3.jpg,판단불가,화이트|브라운|그린|핑크,화려함,판단불가,있음,없음,꽃|리본,판단불가,기타캐릭터,있음,케이크는 집 모양이며 크림장식과 리본장식이 있음. 산타 모양 캐릭터 있음. Merry Christmas 문구가 있는 보드가 있음.
869,_onyourday_1670231232_2986438490196599056_12861674625_cake_2.jpg,하트,핑크,러블리,중앙레터링,없음,없음,없음,없음,없음,있음,"붉은 핑크색으로 전면 덮인 하트 모양 케이크이며, 녹색 크림으로 'merry Christmas' 레터링이 중앙에 있음. 크림 데코와 토핑은 없음. 테두리 크림 장식 없음."
870,_onyourday_1670231232_2986438490196599056_12861674625_cake_3.jpg,원형,화이트|핑크|그린|브라운,심플|레터링중심,중앙레터링,없음,크림테두리,없음,없음|진주,없음,있음,중앙에 'merry christmas' 레터링이 있고 크림으로 만든 테두리가 있음. 빨간색 리본과 함께 크리스마스 장식이 올라가 있으나 크림 장식에는 포함되지 않음.
